NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_414667.4 hypoxanthine phosphoribosyltransferase	0%	0:No	No		PRK15423:7.17524e-118:[]:[]
NP_414668.1 carbonic anhydrase 2	0%	0:No	No		PRK10437:5.9406e-179:[]:[]
NP_414672.1 putative polysaccharide deacetylase lipoprotein	0%	0:No	No	PS51677:40.033:[]:['enzyme']	CE4_yadE_5s:6.91289e-74:[]:[]
NP_414673.1 aspartate 1-decarboxylase proenzyme	0%	0:No	No		panD:9.68362e-78:[]:['enzyme']
NP_414674.1 recombination-promoting nuclease RpnC	0%	0:No	No		Transposase_31:1.51115e-116:[]:[]
NP_414675.1 pantothenate synthetase	0%	0:No	No		panC:4.52543e-171:[]:[]
NP_414677.1 fimbrial tip-adhesin YadC	0%	1:Yes	No		PRK09723:0.0:[]:[]
NP_414678.1 putative fimbrial protein YadK	0%	0:No	No		PRK15262:1.80265e-110:[]:[]
NP_414684.1 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	0%	0:No	No		PRK10239:5.86457e-123:[]:[]
NP_414685.4 poly(A) polymerase I	0%	0:No	No		pcnB:0.0:[]:[]
NP_414686.3 glutamyl-Q tRNA(Asp) synthetase	0%	0:No	No		PRK05710:1.35324e-168:[]:[]
NP_414687.1 RNA polymerase-binding transcription factor DksA	0%	0:No	No	PS51128:28.604:[]:[]	dksA:8.12884e-94:[]:[]
NP_414688.1 putative DNA-binding transcriptional regulator of maltose metabolism	0%	0:No	No		PRK00347:7.57147e-149:[]:[]
NP_414689.4 RNA 2',3'-cyclic phosphodiesterase	0%	0:No	No		PRK15124:1.64149e-121:[]:[]
NP_414694.1 iron(III) hydroxamate ABC transporter periplasmic binding protein	0%	0:No	No	PS50983:29.933:['transport']:[]	PRK10576:0.0:[]:[]
NP_414702.1 dGTP triphosphohydrolase	0%	0:No	No	PS51831:20.034:[]:[]	dgt:0.0:[]:[]
NP_414704.4 DNA-binding transcriptional activator CdaR	0%	0:No	No		PRK11477:0.0:[]:[]
NP_414705.1 DUF3461 domain-containing protein YaeH	0%	0:No	No		PRK13677:3.3721e-84:[]:[]
NP_414706.2 phosphodiesterase YaeI	0%	0:No	No		PRK11340:0.0:[]:[]
NP_414709.1 PII uridylyltransferase/uridylyl removing enzyme	0%	0:No	No	PS51831:21.769:[]:[]; PS51671:15.152:[]:['enzyme', 'transferase']; PS51671:15.572:[]:['enzyme', 'transferase']	PRK05007:0.0:[]:[]
NP_414710.1 methionine aminopeptidase	0%	0:No	No		PRK05716:1.06792e-172:[]:[]
NP_414711.1 30S ribosomal subunit protein S2	0%	0:No	No		rpsB:1.31847e-173:[]:[]
NP_414714.1 ribosome-recycling factor	0%	0:No	No		frr:1.0026e-114:[]:[]
NP_414715.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase	0%	0:No	No	PS51257:5.0:['transport']:[]	Dxr:0.0:[]:[]
NP_414716.1 undecaprenyl diphosphate synthase	0%	0:No	No		PRK10240:1.01103e-179:[]:[]
NP_414720.1 periplasmic chaperone Skp	0%	0:No	No		PRK10780:4.40982e-70:[]:[]
NP_414722.1 3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	0%	0:No	No		fabZ:1.3397e-93:[]:[]
NP_414723.1 UDP-N-acetylglucosamine acyltransferase	0%	0:No	No		PRK05289:4.40279e-172:[]:[]
NP_414724.1 lipid A disaccharide synthase	0%	0:No	No		lpxB:0.0:[]:[]
NP_414725.1 RNase HII	0%	0:No	No	PS51975:73.498:[]:['enzyme']	rnhB:1.22792e-119:[]:[]
NP_414726.1 DNA polymerase III subunit alpha	0%	0:No	No		dnaE:0.0:[]:[]
NP_414728.1 lysine decarboxylase 2	0%	0:No	No		PRK15399:0.0:[]:[]
NP_414729.4 VOC domain-containing protein YaeR	0%	0:No	No	PS51819:29.021:[]:[]	PRK11478:7.36883e-102:[]:[]
NP_414730.1 tRNA(Ile)-lysidine synthetase	0%	0:No	No		tilS:0.0:[]:[]
NP_414731.2 modulator of Rho-dependent transcription termination	0%	0:No	No		PRK11625:5.36115e-55:[]:[]
NP_414732.1 uncharacterized protein YaeQ	0%	0:No	No		YaeQ:1.1281e-114:[]:[]
NP_414733.1 peptidyl-tRNA hydrolase, ribosome rescue factor	0%	0:No	No		PRK09256:9.98635e-74:[]:[]
NP_414734.1 lipoprotein NlpE	0%	0:No	No	PS51257:6.0:['transport']:[]	PRK10523:1.61858e-161:[]:[]
NP_414735.4 peptidase C92 family protein	0%	0:No	No	PS51257:6.0:['transport']:[]	PRK11479:0.0:[]:['enzyme']
NP_414736.1 proline--tRNA ligase	0%	0:No	No	PS50862:20.44:[]:['transfer', 'enzyme']	PRK09194:0.0:[]:[]
NP_414737.1 tRNA m(6)t(6)A37 methyltransferase	0%	0:No	No	PS51668:68.416:[]:[]	TsaA:4.34238e-78:[]:[]; TrmO_C:1.11488e-28:[]:[]
NP_414738.1 outer membrane lipoprotein RcsF	0%	0:No	No	PS51257:5.0:['transport']:[]	rcsF:4.61835e-90:[]:[]
NP_414742.1 D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	0%	0:No	No		GmhB_yaeD:7.17581e-123:[]:[]
NP_414745.1 endonuclease/exonuclease/phosphatase domain-containing protein YafD	0%	0:No	No		PRK05421:1.66386e-179:[]:[]
NP_414746.1 putative S-adenosylmethionine-dependent methyltransferase	0%	0:No	No		Methyltransf_11:2.80913e-26:[]:[]; PRK08317 superfamily:2.09511e-16:[]:[]
NP_414747.1 membrane-bound lytic murein transglycosylase D	0%	0:No	No	PS51257:6.0:['transport']:[]; PS51782:15.243:[]:['enzyme']; PS51782:10.779:[]:['enzyme']	mltD:0.0:[]:[]
NP_414748.1 hydroxyacylglutathione hydrolase GloB	0%	0:No	No		PRK10241:0.0:[]:[]
NP_414749.2 putative S-adenosyl-L-methionine-dependent methyltransferase	0%	0:No	No		Methyltransf_11:1.44259e-14:[]:[]
NP_414750.1 ribonuclease HI	0%	0:No	No	PS50879:67.412:[]:['enzyme']	rnhA:3.39926e-112:[]:[]
NP_414751.1 DNA polymerase III subunit epsilon	0%	0:No	No		PRK05711:0.0:[]:[]
NP_414752.1 lipoprotein YafT	0%	0:No	No	PS51257:6.0:['transport']:[]	
NP_414754.1 2-oxoglutaramate amidase	0%	0:No	No	PS50263:33.172:[]:['enzyme']	PRK10438:0.0:[]:[]
NP_414755.1 periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	0%	0:No	No		PRK09993:9.62228e-97:[]:[]
NP_414757.1 D-sedoheptulose 7-phosphate isomerase	0%	0:No	No	PS51464:30.538:[]:[]	gmhA:5.75277e-150:[]:[]
NP_414758.1 putative amidotransferase	0%	0:No	No	PS51278:17.624:[]:['transfer', 'enzyme']	GATase_4:1.09257e-146:[]:[]
NP_414759.1 L,D-transpeptidase domain-containing protein YafK	0%	0:No	No		YafK:5.75907e-122:[]:[]
NP_414760.1 ribosome-dependent mRNA interferase toxin YafQ	0%	0:No	No		YafQ:1.25043e-41:[]:[]
NP_414762.1 NlpC/P60 family protein YafL	0%	1:Yes	No	PS51935:22.596:[]:[]	Spr:5.27024e-44:[]:[]
NP_414763.1 REP-associated tyrosine transposase	0%	0:No	No		RAYT:7.24738e-44:[]:[]
NP_414766.1 DNA polymerase IV	0%	0:No	No	PS50173:69.227:[]:[]	PRK02406:0.0:[]:[]
NP_414767.1 antitoxin YafN	0%	0:No	No		PRK09778:3.69422e-54:[]:[]
NP_414768.1 ribosome-dependent mRNA interferase toxin YafO	0%	0:No	No		PRK09885:3.34673e-75:[]:[]
NP_414769.1 putative acyltransferase with acyl-CoA N-acyltransferase domain	0%	0:No	No	PS51186:18.465:[]:['transfer']	PRK09831:6.51491e-107:[]:[]
NP_414772.1 peptidase D	0%	0:No	No		PRK15026:0.0:[]:[]
NP_414773.1 xanthine-guanine phsophoribosyltransferase	0%	0:No	No		PRK09177:2.27053e-113:[]:[]
NP_414774.1 fermentation-respiration switch protein	0%	0:No	No		frsA:0.0:[]:[]
NP_414779.1 CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	0%	0:No	No		CbtA_toxin:8.94471e-79:[]:[]
NP_414780.1 antitoxin of the YkfI-YafW toxin-antitoxin pair	0%	0:No	No		CbeA_antitoxin:1.88935e-62:[]:[]
NP_414781.1 CP4-6 prophage; RadC-like JAB domain-containing protein YkfG	0%	0:No	No	PS50249:38.897:[]:[]	RadC:7.48828e-69:[]:[]
NP_414782.1 CP4-6 prophage; protein YafX	0%	0:No	No		Antirestrict:5.35641e-48:[]:[]
NP_414783.1 CP4-6 prophage; protein YkfF	0%	0:No	No		DUF905:2.78574e-43:[]:[]
NP_414784.1 CP4-6 prophage; protein YkfB	0%	0:No	No		
NP_414785.4 CP4-6 prophage; inner membrane lipoprotein YafY	0%	0:No	No	PS51257:7.0:['transport']:[]	
NP_414786.4 CP4-6 prophage; conserved protein YafZ	0%	0:No	No		DUF932:2.17647e-58:[]:[]
NP_414787.4 CP4-6 prophage; putative GTP-binding protein YkfA	0%	0:No	No		YeeP:5.99507e-142:[]:[]
NP_414790.1 IS30 transposase	0%	0:No	No	PS50994:21.759:[]:['enzyme']	Tra8:2.20625e-144:[]:[]
NP_414793.1 CP4-6 prophage; IS5 transposase and trans-activator	0%	0:No	No		transpos_IS5_4:8.96813e-128:[]:[]
NP_414798.1 IS1 protein InsB	0%	0:No	No		DDE_Tnp_IS1 superfamily:3.77963e-86:[]:[]
NP_414799.1 IS1 protein InsA	0%	0:No	No		transpos_IS1 superfamily:2.01201e-36:[]:[]
NP_414801.1 CP4-6 prophage; integrase core domain-containing protein YagA	0%	0:No	No	PS50994:26.301:[]:['enzyme']	transpos_IS481:2.68001e-106:[]:[]
NP_414807.1 CP4-6 prophage; ornithine carbamoyltransferase ArgF	0%	0:No	No		PRK03515:0.0:[]:[]
NP_414808.1 IS1 protein InsB	0%	0:No	No		DDE_Tnp_IS1 superfamily:3.77963e-86:[]:[]
NP_414809.1 IS1 protein InsA	0%	0:No	No		transpos_IS1 superfamily:2.01201e-36:[]:[]
NP_414811.1 CP4-6 prophage; uncharacterized protein YagK	0%	0:No	No		Inovirus_Gp2:7.41751e-85:[]:[]
NP_414812.1 CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL	0%	0:No	No		PinE:6.83024e-15:[]:[]
NP_414813.1 CP4-6 prophage; protein YagM	0%	0:No	No		
NP_414814.1 CP4-6 prophage; protein YagN	0%	0:No	No		
NP_414815.1 CP4-6 prophage; putative phage integrase	0%	0:No	No	PS51900:12.133:[]:[]; PS51898:26.493:[]:[]	DNA_BRE_C superfamily:3.7682e-20:[]:['enzyme']; Arm-DNA-bind_3:2.1369e-07:[]:[]
NP_414817.1 molybdenum cofactor insertion chaperone for PaoABC	0%	0:No	No		XdhC:7.64604e-68:[]:[]
NP_414820.1 aldehyde dehydrogenase, Fe-S subunit	0%	0:No	No	PS51318:8.151:['transport', 'import', 'export']:[]; PS51085:11.315:[]:['transfer']	PRK11433:2.89884e-140:[]:[]
NP_414822.1 putative zinc- or iron-chelating domain-containing protein YkgJ	0%	0:No	No		YkgJ:4.95974e-23:[]:[]
NP_414823.2 putative fimbrial chaperone EcpE	0%	1:Yes	No		
NP_414824.1 fimbrial adhesin EcpD	0%	0:No	No		
NP_414826.1 putative fimbrial chaperone EcpB	0%	0:No	No		EcpB_C:5.37539e-43:[]:[]; PapD_N superfamily:6.27184e-05:[]:[]
NP_414828.1 DNA-binding transcriptional dual regulator MatA	0%	0:No	No	PS50043:14.392:['transport']:['transfer']	HTH_LUXR:6.61794e-11:[]:[]; PRK10360 superfamily:1.49792e-06:[]:[]
NP_414829.1 uncharacterized protein YkgL	0%	0:No	No		
NP_414830.1 putative ribosomal protein	0%	0:No	No		rpmE2:1.37524e-47:[]:[]
NP_414832.2 IS3 element protein InsE	0%	0:No	No		transpos_IS3 superfamily:1.58619e-13:[]:[]
NP_414833.1 IS3 element protein InsF	0%	0:No	No	PS50994:21.198:[]:['enzyme']	transpos_IS3:9.35297e-128:[]:[]
NP_414837.2 DUF1471 domain-containing protein RclB	0%	0:No	No		DUF1471:4.43604e-06:[]:[]
NP_414838.2 putative pyridine nucleotide-disulfide oxidoreductase RclA	0%	0:No	No		PRK08010:0.0:[]:[]
NP_414839.1 DNA-binding transcriptional activator RclR	0%	0:No	No	PS01124:26.216:['transport', 'porin']:['enzyme']	cupin_YkgD-like_N:2.82594e-38:[]:[]; AraC:1.14585e-30:[]:[]
NP_414840.1 putative lactate utilization oxidoreductase YkgE	0%	0:No	No		GlpC:1.55347e-54:[]:[]
NP_414844.1 uncharacterized protein YkgH	0%	2:Yes	No		
NP_414845.1 choline dehydrogenase	0%	0:No	No		PRK02106:0.0:[]:[]
NP_414847.3 DNA-binding transcriptional repressor BetI	0%	0:No	No	PS50977:21.016:['transport', 'pump', 'export']:[]	PRK00767:1.50808e-112:[]:[]
NP_414849.1 DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL	0%	0:No	No	PS50043:12.072:['transport']:['transfer']; PS50883:62.194:[]:[]	EAL:1.70697e-104:[]:[]; LuxR_C_like:8.03907e-10:[]:[]
NP_414852.1 ankyrin repeat-containing protein YahD	0%	0:No	No	PS50297:39.019:[]:[]; PS50088:10.793:[]:[]; PS50088:9.11:[]:[]; PS50088:10.579:[]:[]	ANKYR:1.95783e-15:[]:[]; Ank_2:4.51249e-10:[]:[]
NP_414853.1 DUF2877 domain-containing protein YahE	0%	0:No	No		DUF2877:2.28621e-38:[]:[]
NP_414858.1 putative deaminase with metallo-dependent hydrolase domain	0%	0:No	No	PS51318:9.319:['transport', 'import', 'export']:[]	PRK06846:0.0:[]:[]
NP_414859.1 aldehyde reductase, NADPH-dependent	0%	0:No	No		CAD1:0.0:[]:[]
NP_414860.1 uncharacterized protein YahL	0%	0:No	No		
NP_414861.2 uncharacterized protein YahM	0%	0:No	No		
NP_414867.1 2-methylcitrate synthase	0%	0:No	No		PRK12351:0.0:[]:[]
NP_414868.1 2-methylcitrate dehydratase	0%	0:No	No		prpD:0.0:[]:[]
NP_414869.1 propionyl-CoA synthetase	0%	0:No	No		prpE:0.0:[]:[]
NP_414871.1 cytosine/isoguanine deaminase	0%	0:No	No		PRK09230:0.0:[]:[]
NP_414876.1 galactoside O-acetyltransferase	0%	0:No	No		lacA:1.12294e-156:[]:[]
NP_414878.1 beta-galactosidase	0%	0:No	No		lacZ:0.0:[]:[]
NP_414881.1 putative 3-(3-hydroxyphenyl)propanoate/3-hydroxycinnamate hydroxylase	0%	0:No	No		mhpA:0.0:[]:[]
NP_414882.1 3-carboxyethylcatechol 2,3-dioxygenase	0%	0:No	No		MhpB_like:0.0:[]:['enzyme']
NP_414883.5 2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	0%	0:No	No		biphenyl_bphD superfamily:3.16894e-126:[]:[]
NP_414886.1 4-hydroxy-2-oxovalerate aldolase	0%	0:No	No	PS50991:25.192:[]:['enzyme']	PRK08195:0.0:[]:[]
NP_414888.4 DUF2058 domain-containing protein YaiL	0%	0:No	No		YaiL:6.13609e-87:[]:[]
NP_414889.1 S-formylglutathione hydrolase FrmB	0%	0:No	No		Abhydrolase superfamily:1.77268e-136:[]:[]
NP_414890.1 S-(hydroxymethyl)glutathione dehydrogenase	0%	0:No	No		alcohol_DH_class_III:0.0:[]:[]
NP_414891.4 DNA-binding transcriptional repressor FrmR	0%	0:No	No		PRK11352:2.40931e-52:[]:[]
NP_414894.2 IS2 element protein InsA	0%	0:No	No		PRK09413:2.71681e-72:[]:[]
NP_414895.1 IS2 element protein	0%	0:No	No	PS50994:14.939:[]:['enzyme']	PRK09409:0.0:[]:[]
NP_414902.1 taurine dioxygenase	0%	0:No	No		tauD:0.0:[]:[]
NP_414903.4 porphobilinogen synthase	0%	0:No	No		PRK09283:0.0:[]:[]
NP_414906.1 IS3 element protein InsF	0%	0:No	No	PS50994:21.198:[]:['enzyme']	transpos_IS3:9.35297e-128:[]:[]
NP_414907.2 IS3 element protein InsE	0%	0:No	No		transpos_IS3 superfamily:1.58619e-13:[]:[]
NP_414909.2 putative DNA-binding transcriptional regulator IprA	0%	0:No	No		PRK11832:1.44916e-153:[]:[]
NP_414910.1 peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase	0%	0:No	No		PRK10662:0.0:[]:[]
NP_414912.1 surface-exposed outer membrane lipoprotein	0%	0:No	No	PS51257:5.0:['transport']:[]	DUF1615:0.0:[]:[]
NP_414913.1 inner membrane protein	0%	2:Yes	No		DUF2755:1.45957e-50:[]:[]
NP_414914.2 DUF2754 domain-containing protein YaiZ	0%	2:Yes	No		DUF2754:7.92253e-40:[]:[]
NP_414918.4 PsiF family protein	0%	0:No	No		PRK11505:2.84911e-62:[]:[]
NP_414921.2 DUF188 domain-containing protein YaiI	0%	0:No	No		PRK00124:2.15745e-81:[]:[]
NP_414923.1 protein YaiA	0%	0:No	No		PRK10380:1.20484e-33:[]:[]
NP_414925.1 nucleoside phosphorylase PpnP	0%	0:No	No		PRK10579:1.26386e-65:[]:[]
NP_414927.1 nucleoid-associated protein RdgC	0%	0:No	No		RdgC:0.0:[]:[]
NP_414928.2 manno(fructo)kinase	0%	0:No	No		PRK09557:0.0:[]:[]
NP_414931.1 ATP dependent, structure specific DNA nuclease - SbcC subunit	0%	0:No	No		PRK10246:0.0:[]:[]
NP_414932.1 ATP dependent, structure specific DNA nuclease - SbcD subunit	0%	0:No	No		PRK10966:0.0:[]:[]
NP_414933.1 DNA-binding transcriptional dual regulator PhoB	0%	0:No	No	PS50110:47.681:[]:['transfer']; PS51755:45.118:[]:[]	PRK10161:8.27478e-164:[]:[]
NP_414937.2 maltodextrin glucosidase	0%	0:No	No		PRK10785:0.0:[]:[]
NP_414938.1 acyl carrier protein phosphodiesterase	0%	0:No	No		PRK10045:8.6291e-137:[]:[]
NP_414939.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase	0%	0:No	No		queA:0.0:[]:[]
NP_414940.1 tRNA-guanine transglycosylase	0%	0:No	No		tgt:0.0:[]:[]
NP_414941.1 Sec translocon accessory complex subunit YajC	0%	1:Yes	No		yajC:1.7284e-52:[]:[]
NP_414944.1 HNH nuclease family protein	0%	0:No	No		PRK11295:1.69055e-85:[]:[]
NP_414947.1 NrdR transcriptional repressor	0%	0:No	No	PS51161:23.803:[]:[]	nrdR:9.20906e-92:[]:[]
NP_414948.1 fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase	0%	0:No	No	PS51747:30.196:[]:[]	ribD:0.0:[]:[]
NP_414950.1 transcription antitermination protein NusB	0%	0:No	No		nusB:2.53197e-61:[]:[]
NP_414953.2 1-deoxyxylulose-5-phosphate synthase YajO	0%	0:No	No		AKR_EcYajO-like:0.0:[]:[]
NP_414954.1 1-deoxy-D-xylulose-5-phosphate synthase	0%	0:No	No		dxs:0.0:[]:['enzyme']
NP_414957.1 tRNA uridine 4-sulfurtransferase	0%	0:No	No	PS51165:32.523:[]:[]; PS50206:9.267:['transport']:['transfer', 'enzyme']	PRK01269:0.0:[]:[]
NP_414959.1 2-dehydropantoate 2-reductase	0%	0:No	No		PRK06522:1.44456e-127:[]:[]
NP_414960.2 nucleotide binding protein	0%	0:No	No		DUF520:8.87059e-93:[]:[]
NP_414966.1 cytochrome bo3 ubiquinol oxidase subunit 2	0%	2:Yes	No	PS51257:7.0:['transport']:[]; PS50999:15.604:[]:['transfer', 'enzyme']; PS50857:31.267:[]:['transfer', 'enzyme']	PRK10525:0.0:[]:[]
NP_414969.4 DNA-binding transcriptional dual regulator BolA	0%	0:No	No		PRK11628:3.12229e-75:[]:[]
NP_414971.1 ATP-dependent Clp protease proteolytic subunit	0%	0:No	No		clpP:5.12648e-162:[]:[]
NP_414972.1 ATP-dependent Clp protease ATP-binding subunit ClpX	0%	0:No	No	PS51902:36.105:[]:[]	clpX:0.0:[]:[]
NP_414973.1 Lon protease	0%	0:No	No	PS51787:55.991:[]:[]; PS51786:84.38:[]:[]	PRK10787:0.0:[]:[]
NP_414977.1 thioesterase III	0%	0:No	No		TIGR00051:5.55108e-54:[]:[]
NP_414978.1 7-cyano-7-deazaguanine synthase	0%	0:No	No		PRK11106:0.0:[]:[]
NP_414979.1 putative protein YbaE	0%	0:No	No		SgrR:0.0:[]:[]
NP_414980.2 HMP-PP phosphatase	0%	0:No	No		PRK15126:0.0:[]:[]
NP_414981.4 DNA-binding transcriptional activator DecR	0%	0:No	No	PS50956:35.944:['transport']:[]	Lrp:1.24123e-52:[]:[]
NP_414986.1 acyl-CoA thioesterase II	0%	0:No	No		PRK10526:0.0:[]:[]
NP_414988.1 DNA base-flipping protein	0%	0:No	No		Atl1:2.14309e-57:[]:[]
NP_414989.1 DUF1428 domain-containing protein YbaA	0%	0:No	No		YbaA:8.79328e-71:[]:[]
NP_414991.4 putative inner membrane protein	0%	2:Yes	No		YlaC:9.2729e-89:[]:[]
NP_414992.1 maltose O-acetyltransferase	0%	0:No	No		PRK10092:3.85461e-143:[]:[]
NP_414993.1 hemolysin expression modulating protein	0%	0:No	No		PRK10945:3.22476e-43:[]:[]
NP_414994.1 protein that modulates Hha toxicity	0%	0:No	No		PRK10667:5.0287e-78:[]:[]
NP_414997.1 DNA-binding transcriptional repressor AcrR	0%	0:No	No	PS50977:24.764:['transport', 'pump', 'export']:[]	PRK10668:1.09976e-164:[]:[]
NP_415000.1 primosomal replication protein N''	0%	0:No	No		PRK10093:4.35303e-80:[]:[]
NP_415001.1 conserved inner membrane protein YbaN	0%	2:Yes	No		PRK10527:1.46243e-68:[]:[]
NP_415004.1 putative nucleoid-associated protein YbaB	0%	0:No	No		PRK00153:3.4879e-48:[]:[]
NP_415005.1 DNA repair protein RecR	0%	0:No	No	PS50880:36.836:[]:[]	recR:3.36397e-124:[]:[]
NP_415006.1 chaperone protein HtpG	0%	0:No	No		PRK05218:0.0:[]:[]
NP_415007.1 adenylate kinase	0%	0:No	No		adk:1.13311e-139:[]:[]
NP_415008.1 ferrochelatase	0%	0:No	No		hemH:3.38112e-167:[]:[]
NP_415009.1 acetylesterase	0%	0:No	No		PRK10162:0.0:[]:[]
NP_415010.1 inosine/guanosine kinase	0%	0:No	No		PRK15074:0.0:[]:[]
NP_415013.1 5'-nucleotidase/UDP-sugar hydrolase	0%	0:No	No		ushA:0.0:[]:[]
NP_415015.1 TraB family protein YbaP	0%	0:No	No		TraB:3.4702e-113:[]:[]
NP_415016.4 putative DNA-binding transcriptional regulator YbaQ	0%	0:No	No	PS50943:12.719:[]:[]	VapI:4.65979e-41:[]:[]
NP_415020.1 DNA-binding transcriptional dual regulator CueR	0%	0:No	No	PS50937:30.309:[]:[]	PRK10227:1.18738e-104:[]:[]
NP_415023.1 putative iron ABC exporter ATP-binding subunit FetA	0%	0:No	No	PS50893:19.568:['transport', 'channel', 'import', 'export']:[]	PRK10247:4.70767e-170:[]:[]
NP_415026.1 NADP(+)-dependent aldehyde reductase	0%	0:No	No		PRK08017:0.0:[]:[]
NP_415027.1 multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	0%	1:Yes	No		PRK10528:1.4787e-141:[]:[]
NP_415030.1 protein RhsD	0%	0:No	No		RhsA:9.68e-161:[]:[]; RhsA superfamily:2.85397e-10:[]:[]; PAAR_like superfamily:7.18845e-08:[]:[]
NP_415031.1 PF15631 family protein YbbC	0%	0:No	No	PS51257:5.0:['transport']:[]	Imm-NTF2-2:3.38414e-26:[]:[]
NP_415036.1 tRNA 2-selenouridine synthase	0%	0:No	No	PS50206:14.412:['transport']:['transfer', 'enzyme']	PRK11784:1.15017e-174:[]:[]
NP_415040.1 glyoxylate carboligase	0%	0:No	No		PRK11269:0.0:[]:[]
NP_415041.1 hydroxypyruvate isomerase	0%	0:No	No		PRK09997:0.0:[]:[]
NP_415045.1 allantoinase	0%	0:No	No		PRK08044:0.0:[]:[]
NP_415049.1 allantoate amidohydrolase	0%	0:No	No		AllC:0.0:[]:['enzyme']
NP_415050.1 ureidoglycolate dehydrogenase	0%	0:No	No		PRK15025:0.0:[]:[]
NP_415053.1 DUF2877 domain-containing protein YlbF	0%	0:No	No		DUF2877:1.30748e-39:[]:[]
NP_415057.1 UDP-2,3-diacylglucosamine diphosphatase	0%	0:No	No		PRK05340:1.04474e-167:[]:[]
NP_415058.1 peptidyl-prolyl cis-trans isomerase B	0%	0:No	No	PS50072:27.79:[]:['enzyme']	PRK10791:2.1672e-116:[]:[]
NP_415059.1 cysteine--tRNA ligase	0%	0:No	No		cysS:0.0:[]:[]
NP_415061.2 putative RNA-binding protein YbcJ	0%	0:No	No	PS50889:10.73:[]:['enzyme']	PRK11507:6.67765e-44:[]:[]
NP_415066.2 putative fimbrial adhesin protein SfmH	0%	0:No	No		fimH:0.0:[]:[]
NP_415068.1 putative LuxR family transcriptional regulator FimZ	0%	0:No	No	PS50110:31.089:[]:['transfer']; PS50043:26.669:['transport']:['transfer']	PRK09935:1.45058e-140:[]:[]
NP_415069.1 DLP12 prophage; putative integrase	0%	0:No	No	PS51900:12.976:[]:[]; PS51898:32.454:[]:[]	INT_Rci_Hp1_C:9.34529e-48:[]:['enzyme']
NP_415072.2 DLP12 prophage; IS3 element protein InsE	0%	0:No	No		transpos_IS3 superfamily:1.58619e-13:[]:[]
NP_415073.1 DLP12 prophage; IS3 element protein InsF	0%	0:No	No	PS50994:21.198:[]:['enzyme']	transpos_IS3:9.35297e-128:[]:[]
NP_415076.1 DLP12 prophage; putative recombinase	0%	0:No	No	PS51736:31.883:[]:[]; PS51737:11.32:[]:[]	Ser_Recombinase:2.39834e-26:[]:[]; Recombinase:7.2069e-17:[]:[]; Zn_ribbon_recom:2.06379e-06:[]:[]
NP_415077.1 DLP12 prophage; periplasmic protein YbcL	0%	0:No	No		PRK09818:1.08129e-122:[]:[]
NP_415078.1 DLP12 prophage; putative DNA-binding transcriptional regulator	0%	0:No	No	PS01124:20.308:['transport', 'porin']:['enzyme']	HTH_ARAC:2.41784e-23:[]:[]
NP_415079.1 DLP12 prophage; DNA base-flipping protein	0%	0:No	No		PRK09741:1.90196e-98:[]:[]
NP_415080.1 DLP12 prophage; NinE family prophage protein	0%	0:No	No		PRK09689:1.31676e-28:[]:[]
NP_415081.1 DLP12 prophage; putative nuclease YbcO	0%	0:No	No		DUF1364:1.02539e-49:[]:[]
NP_415082.1 DLP12 prophage; crossover junction endodeoxyribonuclease RusA	0%	0:No	No		PRK09786:4.17228e-73:[]:[]
NP_415083.1 DLP12 prophage; putative antitermination protein	0%	0:No	No		Phage_antitermQ:4.86033e-73:[]:[]
NP_415084.1 DLP12 prophage; IS5 transposase and trans-activator	0%	0:No	No		transpos_IS5_4:8.96813e-128:[]:[]
NP_415087.1 DLP12 prophage; lysozyme	0%	0:No	No		endolysin_R21-like:6.63662e-81:[]:[]
NP_415088.1 DLP12 prophage; putative prophage endopeptidase RzpD	0%	1:Yes	No		Phage_lysis:2.6807e-45:[]:[]
NP_415089.1 DLP12 prophage; prophage lipoprotein BorD	0%	0:No	No	PS51257:6.0:['transport']:[]	Lambda_Bor:3.60214e-30:[]:[]
NP_415090.2 DLP12 prophage; protein YbcV	0%	0:No	No		YbcV:1.07433e-65:[]:[]
NP_415091.1 DLP12 prophage; protein YbcW	0%	0:No	No		
NP_415092.1 DLP12 prophage; putative DNA-packaging protein NohD	0%	0:No	No		Phage_Nu1:3.46056e-93:[]:['enzyme']
NP_415096.1 DNA-binding transcriptional activator AppY	0%	0:No	No	PS01124:28.134:['transport', 'porin']:['enzyme']	HTH_ARAC:1.30055e-28:[]:[]; PRK09940 superfamily:2.27159e-28:[]:[]
