NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_013105.1 TFIIH/NER complex subunit SSL1	1%	0:No	No	PS50234:11.943:['transport', 'channel']:[]	SSL1:0.0:[]:[]
NP_013106.1 mitogen-activated protein kinase kinase kinase SSK1	59%	0:No	No	PS50110:35.175:[]:['transfer']	REC_hyHK_CKI1_RcsC-like:1.77977e-36:[]:['transfer', 'sensor']
NP_013107.1 Smc5-Smc6 complex subunit NSE1	0%	0:No	No		SMC_Nse1:2.14845e-64:[]:[]; RING-CH-C4HC3_NSE1:8.40044e-14:[]:[]
NP_013108.1 Pam18p	20%	0:No	Yes	PS50076:8.688:['import']:[]	DnaJ superfamily:1.74731e-18:[]:[]
NP_013109.1 ATPase-activating ribosome biosynthesis protein	0%	0:No	No		Ribosomal_L24e:1.6981e-31:[]:[]
NP_013110.1 Ten1p	0%	0:No	No		
NP_013111.1 flavin-dependent quinone reductase	0%	0:No	No		SsuE:1.80052e-40:[]:[]
NP_013112.2 uncharacterized protein YLR012C	0%	0:No	No		
NP_013113.1 Gat3p	0%	0:No	No	PS50114:9.697:[]:[]	GAT1 superfamily:2.08306e-41:[]:[]
NP_013114.1 Ppr1p	0%	0:No	No	PS50048:10.876:[]:[]	fungal_TF_MHR:6.08013e-44:[]:[]; GAL4:4.31486e-13:[]:[]; ZIP_Ppr1:1.5675e-07:[]:[]
NP_013115.1 Bre2p	0%	0:No	No		SPRY_Ash2:1.05918e-34:[]:[]
NP_013116.1 Pml1p	0%	0:No	No	PS50006:9.262:[]:[]	FHA:5.08877e-16:[]:[]
NP_013117.1 S-methyl-5-thioadenosine phosphorylase	0%	0:No	No		MTAP_SsMTAPII_like_MTIP:2.01549e-108:[]:[]
NP_013118.1 Pom34p	0%	0:No	No		NPCC:3.89878e-44:[]:[]
NP_013119.1 putative phosphatase	0%	0:No	No	PS50969:48.045:[]:[]	FCP1:5.82371e-123:[]:[]
NP_013120.1 sterol esterase	0%	1:Yes	No		PLN02872 superfamily:1.18226e-16:[]:[]; Abhydrolase superfamily:9.42724e-10:[]:[]
NP_013121.1 Irc25p	20%	0:No	Yes		POC3_POC4:9.5076e-40:[]:[]
NP_013122.1 guanine nucleotide exchange factor SDO1	0%	0:No	No		RNA_SBDS superfamily:1.61638e-116:[]:[]
NP_013123.1 Izh3p	20%	7:Yes	No		HlyIII:1.0513e-60:[]:[]
NP_013124.1 putative ubiquitin-protein ligase UBR2	0%	0:No	No	PS51157:9.358:[]:[]	PRT6_C superfamily:1.94446e-24:[]:[]; ZnF_UBR1:6.29383e-24:[]:[]; RING_Ubox superfamily:1.77177e-05:[]:[]
NP_013125.1 ESCRT-III subunit protein SNF7	80%	0:No	Yes		Snf7:7.23618e-41:['transport']:[]
NP_013126.1 t-SNARE syntaxin	55%	1:Yes	No	PS50192:20.691:[]:[]	SNARE_syntaxin5:9.19414e-32:['transport']:[]
NP_013127.2 aspartate transaminase AAT2	55%	0:No	No		TyrB:0.0:['transport']:[]
NP_013128.1 bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16	67%	0:No	No	PS51855:20.45:[]:['enzyme']	PurH:0.0:['transport']:[]
NP_013129.1 ribosomal 60S subunit protein L15A	0%	0:No	No		Ribosomal_L15e:2.65272e-108:[]:[]
NP_013130.1 uncharacterized protein YLR030W	0%	0:No	No		
NP_013131.1 uncharacterized protein YLR031W	0%	0:No	No		
NP_013132.1 DNA helicase RAD5	3%	0:No	No	PS51192:14.923:[]:['enzyme']; PS50089:12.711:[]:['enzyme']; PS51194:14.542:[]:['enzyme']	DEXDc_SHPRH-like:6.25752e-85:[]:[]; HepA:1.0682e-75:[]:[]; zf-C3HC4:4.57282e-10:[]:[]
NP_013133.1 Rsc58p	0%	0:No	No		Bromodomain superfamily:0.000118657:[]:[]
NP_013134.1 putative divalent metal ion transporter SMF3	85%	10:Yes	Yes		SLC5-6-like_sbd superfamily:1.72903e-142:['carrier']:[]
NP_013135.1 mismatch repair protein MLH2	0%	0:No	No		MutL:1.31075e-127:[]:[]
NP_013136.1 gag-pol fusion protein	51%	0:No	No	PS50994:14.891:[]:['enzyme']	RVT_2 superfamily:2.85839e-22:[]:[]; RNase_HI_RT_Ty1:1.23754e-21:[]:[]; rve:4.95552e-12:[]:['transfer']; MSCRAMM_ClfA superfamily:8.90973e-05:[]:[]
NP_013137.1 uncharacterized protein YLR036C	10%	3:Yes	No		DUF4668:1.41799e-69:[]:[]
NP_013138.1 seripauperin PAU23	20%	1:Yes	Yes		SRP1_TIP1:3.02217e-34:[]:[]
NP_013139.1 cytochrome c oxidase subunit VIb	9%	0:No	No	PS51808:14.818:['import']:[]	Cyt_c_Oxidase_VIb:4.32704e-41:[]:[]
NP_013140.1 Ric1p	37%	0:No	No		RIC1 superfamily:2.42817e-07:['transport']:[]
NP_013141.1 Afb1p	0%	0:No	No		
NP_013143.1 uncharacterized protein YLR042C	20%	0:No	Yes		
NP_013144.1 thioredoxin TRX1	59%	0:No	No	PS51352:13.839:[]:['enzyme', 'transferase']	thioredoxin:8.58738e-45:['transport']:[]
NP_013145.1 indolepyruvate decarboxylase 1	55%	0:No	No		PDC1:0.0:['transport']:[]
NP_013146.1 Stu2p	1%	0:No	No	PS50077:9.421:['transport']:[]	Smc superfamily:0.000398241:[]:[]; PTZ00108 superfamily:0.000486066:[]:[]
NP_013147.1 uncharacterized protein YLR046C	20%	6:Yes	No		RTA1:6.1385e-50:[]:[]
NP_013148.1 putative ferric-chelate reductase	46%	5:Yes	No		Ferric_reduct:9.99074e-25:['uptake']:['transferase']; NOX_Duox_like_FAD_NADP:2.78004e-18:[]:['transfer']
NP_013149.1 ribosomal 40S subunit protein S0B	0%	0:No	No		PTZ00254 superfamily:7.46957e-123:[]:[]
NP_013150.1 Mlo50p	0%	0:No	No		
NP_013151.1 Ema19p	18%	3:Yes	No	PS51751:16.781:[]:['enzyme']	DUF2781:7.91978e-38:[]:[]
NP_013152.1 Fcf2p	0%	0:No	No		Fcf2:1.47138e-39:[]:[]
NP_013153.1 Ies3p	0%	0:No	No		
NP_013154.1 uncharacterized protein YLR053C	0%	0:No	No		
NP_013155.2 Osw2p	0%	0:No	No		
NP_013156.1 SAGA complex subunit SPT8	1%	0:No	No	PS50082:10.776:['transport', 'uptake']:[]; PS50294:10.364:['transport', 'uptake']:[]	WD40 superfamily:6.10268e-09:[]:[]; WD40 superfamily:0.0029559:[]:[]
NP_013157.1 C-5 sterol desaturase	70%	4:Yes	No		ERG3:3.99811e-58:['transport']:[]
NP_013158.1 putative mannosidase MNL2	31%	1:Yes	No		LanC_like superfamily:1.56544e-35:[]:['enzyme']
NP_013159.1 glycine hydroxymethyltransferase SHM2	0%	0:No	No		SHMT:0.0:[]:[]
NP_013160.1 Rex2p	0%	0:No	No		Orn:4.15108e-103:[]:[]
NP_013161.1 phenylalanine--tRNA ligase subunit beta	7%	0:No	No	PS51483:22.95:[]:['enzyme']	pheT_arch superfamily:0.0:[]:[]
NP_013162.1 ribosomal 60S subunit protein L22A	20%	0:No	Yes		Ribosomal_L22e:9.33906e-32:[]:[]
NP_013164.1 25S rRNA (uracil2843-N3)-methyltransferase	0%	0:No	No		Methyltransf_34:5.22917e-133:[]:[]
NP_013165.1 Per33p	10%	3:Yes	No		UPF0121 superfamily:3.92443e-07:[]:[]
NP_013166.1 Snd2p	0%	2:Yes	No		DUF788:1.16897e-38:[]:[]
NP_013167.1 signal peptidase complex subunit SPC3	20%	1:Yes	Yes		SPC22:4.50482e-72:[]:[]
NP_013168.1 Pet309p	6%	0:No	No	PS51375:8.714:[]:[]; PS51375:5.612:[]:[]; PS51375:6.369:[]:[]; PS51375:5.974:[]:[]; PS51375:5.974:[]:[]; PS51375:6.182:[]:[]; PS51375:5.821:[]:[]; PS51375:7.114:[]:[]; PS51375:5.766:[]:[]	PPR_long superfamily:0.00385161:[]:['enzyme']
NP_013169.1 Fyv7p	0%	0:No	No		rRNA_processing:3.71087e-31:[]:[]
NP_013170.1 Mef1p	0%	0:No	No	PS51722:70.624:[]:[]	FusA:0.0:[]:[]
NP_013171.1 D-xylulose reductase XYL2	0%	0:No	No		sorbitol_DH:0.0:[]:[]
NP_013172.1 Rgr1p	0%	0:No	No		Med14:2.16442e-68:[]:[]
NP_013173.1 Lam6p	11%	0:No	No	PS51778:44.929:[]:['transfer']	DUF4782:2.02901e-39:[]:[]; PH-GRAM_GRAMDC:5.79544e-37:[]:[]
NP_013174.1 Rfu1p	0%	0:No	No		
NP_013175.1 Bud20p	0%	0:No	No		UFD2:4.24814e-60:[]:[]
NP_013176.1 ribosomal 60S subunit protein L10	0%	0:No	No		PTZ00173:8.47172e-135:[]:[]
NP_013178.1 Fmp25p	0%	1:Yes	No		ATS1:1.97752e-176:[]:[]
NP_013179.1 Bos1p	55%	1:Yes	No		SNARE_GS27:3.15318e-18:['transport']:[]
NP_013180.1 cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1	0%	0:No	No		
NP_013181.1 Emp46p	75%	1:Yes	No	PS51328:43.597:['transport']:[]	lectin_EMP46_EMP47:3.99406e-104:['transport']:[]
NP_013182.1 galactose permease GAL2	39%	12:Yes	No	PS50850:42.174:['transport', 'channel', 'facilitator', 'symporter', 'uptake']:['transfer']	Sugar_tr:0.0:[]:[]
NP_013183.1 Srl2p	0%	0:No	No		
NP_013184.1 Emp70p	20%	10:Yes	No		EMP70:0.0:[]:[]
NP_013185.1 Rax2p	20%	1:Yes	Yes		Rax2:5.5325e-43:[]:[]
NP_013186.1 Arp6p	0%	0:No	No		ACTIN:3.95394e-117:[]:[]
NP_013187.1 condensin subunit SMC4	0%	0:No	No		Smc:0.0:[]:[]
NP_013188.1 Csf1p	0%	1:Yes	No		
NP_013189.1 GPI-anchor transamidase subunit GAA1	20%	6:Yes	No		Gaa1:5.74104e-160:[]:[]
NP_013190.1 alanine transaminase ALT1	0%	0:No	No		PTZ00377 superfamily:0.0:[]:[]
NP_013191.1 Xdj1p	15%	0:No	No	PS50076:22.259:['import']:[]; PS51188:18.297:['import']:[]	DnaJ:1.70276e-104:[]:[]
NP_013192.1 Gep5p	0%	0:No	No		GEP5 superfamily:1.00163e-30:[]:[]
NP_013193.1 sulfate permease	89%	7:Yes	No	PS50801:10.091:[]:[]	SUL1:9.5156e-157:['transport', 'permease']:[]
NP_013194.2 Nyv1p	55%	1:Yes	No	PS50892:14.646:[]:[]	Nyv1_N:1.46878e-70:['transport']:[]; Synaptobrevin:1.22793e-25:[]:[]
NP_013195.1 Gis3p	0%	0:No	No		
NP_013196.1 Ioc2p	0%	0:No	No		PHD_SF superfamily:0.00148985:[]:[]
NP_013197.1 serine/threonine protein kinase KIN2	55%	0:No	No	PS50011:48.159:[]:['enzyme']; PS50032:19.381:[]:[]	STKc_Kin1_2:0.0:[]:['transfer']; KA1:2.54873e-17:[]:[]
NP_013198.1 SCF ubiquitin ligase complex subunit HRT3	0%	0:No	No		
NP_013199.1 Cha4p	0%	0:No	No	PS50048:11.25:[]:[]	Fungal_trans:2.38432e-46:[]:[]; Zn_clus:1.12023e-08:[]:[]
NP_013200.1 lysophosphatidic acid acyltransferase ICT1	0%	0:No	No		PLN02894 superfamily:1.79676e-35:[]:[]
NP_013201.1 3-keto-steroid reductase	43%	0:No	No		3KS_SDR_c:8.55648e-151:[]:['transfer']
NP_013203.1 anaphase promoting complex subunit 9	0%	0:No	No		ANAPC9 superfamily:2.99891e-11:[]:[]
NP_013204.1 DNA replication initiation factor CDC45	0%	0:No	No		CDC45:0.0:[]:[]
NP_013205.1 Lcl2p	0%	1:Yes	No		
NP_013206.1 tRNA splicing endonuclease subunit SEN2	31%	0:No	No		endA:1.7823e-68:[]:['enzyme']; BAR superfamily:0.0026138:[]:[]
NP_013207.1 AAA family ATPase midasin	1%	0:No	No	PS50234:11.644:['transport', 'channel']:[]	MDN1:0.0:[]:[]
NP_013208.1 RNA exonuclease	0%	0:No	No		REX1_like:2.36001e-63:[]:[]
NP_013209.1 uncharacterized protein YLR108C	55%	0:No	No		BTB_POZ_KCTD-like:3.21784e-14:['channel']:[]; BTB_POZ superfamily:0.000106608:['channel']:[]
NP_013210.1 thioredoxin peroxidase AHP1	0%	0:No	No	PS51352:9.093:[]:['enzyme', 'transferase']	AHP1:1.45686e-75:[]:[]
NP_013211.1 Ccw12p	20%	0:No	Yes		Flocculin_t3:5.84065e-08:[]:[]
NP_013214.1 mitogen-activated protein kinase HOG1	55%	0:No	No	PS50011:46.887:[]:['enzyme']	STKc_Sty1_Hog1:0.0:[]:['transfer']
NP_013215.1 Avl9p	55%	0:No	No	PS50211:44.629:[]:[]	Avl9:0.0:['transport']:[]
NP_013216.1 cleavage polyadenylation factor subunit CFT2	31%	0:No	No		Lactamase_B_6:9.48496e-104:[]:[]; CPSF100_C superfamily:5.41953e-23:[]:[]; Beta-Casp:1.8972e-12:[]:['enzyme']
NP_013217.1 mRNA splicing protein MSL5	0%	0:No	No	PS50158:9.587:[]:[]	MSL5:2.80274e-167:[]:[]; AIR1:1.32659e-35:[]:[]; PHA03247 superfamily:0.00638736:[]:[]
NP_013218.1 Clf1p	0%	0:No	No	PS50293:6.903:['transport', 'channel']:['transferase']; PS50293:10.17:['transport', 'channel']:['transferase']	HAT:0.000571682:[]:[]; HAT:0.000838853:[]:[]; HAT superfamily:0.00126499:[]:[]; U3_assoc_6 superfamily:0.00352425:[]:[]
NP_013219.1 palmitoyl-(protein) hydrolase	0%	0:No	No		Abhydrolase_2:3.23647e-99:[]:[]
NP_013220.1 ESCRT-I subunit protein SRN2	75%	0:No	No	PS51314:32.709:['transport']:[]	Mod_r:2.3334e-20:['transport']:[]
NP_013221.1 aspartyl protease	56%	0:No	Yes	PS51767:69.683:[]:[]	SAP_like:2.00359e-124:[]:['enzyme']
NP_013222.1 aspartyl protease	56%	0:No	Yes	PS51767:71.74:[]:[]	SAP_like:1.93946e-125:[]:['enzyme']
NP_013226.1 uncharacterized protein YLR125W	0%	0:No	No		
NP_013227.1 putative amidotransferase	47%	0:No	No	PS51273:10.603:[]:['transfer', 'enzyme']	GATase1_1:2.41874e-52:[]:['transfer']
NP_013228.1 anaphase promoting complex subunit 2	31%	0:No	No	PS50069:28.241:[]:[]	APC2:1.0438e-19:[]:['transfer', 'enzyme']; Cullin superfamily:6.11374e-05:[]:[]
NP_013229.1 NEDD8 ligase DCN1	0%	0:No	No	PS51229:45.798:[]:[]	Cullin_binding:7.22868e-39:[]:[]; UBA_DCN1:1.02279e-13:[]:[]
NP_013230.1 snoRNA-binding rRNA-processing protein DIP2	15%	0:No	No	PS50294:57.001:['transport', 'uptake']:[]; PS50082:8.737:['transport', 'uptake']:[]; PS50082:14.218:['transport', 'uptake']:[]; PS50082:10.776:['transport', 'uptake']:[]; PS50082:10.843:['transport', 'uptake']:[]; PS50082:14.151:['transport', 'uptake']:[]; PS50082:12.814:['transport', 'uptake']:[]; PS50082:11.478:['transport', 'uptake']:[]; PS50082:13.215:['transport', 'uptake']:[]	WD40:5.52673e-74:[]:[]; WD40 superfamily:1.79772e-33:[]:[]; Utp12:1.66363e-22:[]:[]; WD40:2.6782e-05:[]:[]
NP_013231.1 low-affinity Zn(2+) transporter ZRT2	80%	7:Yes	No		Zip:1.82695e-77:['transport', 'uptake']:[]
NP_013232.1 DNA-binding transcription factor ACE2	0%	0:No	No	PS50157:12.57:[]:[]; PS50157:11.385:[]:[]	COG5048:4.3306e-33:[]:[]
NP_013233.1 phosphoric diester hydrolase	0%	0:No	No		HVSL superfamily:1.66944e-24:[]:[]
NP_013234.1 bifunctional choline kinase/ethanolamine kinase CKI1	43%	0:No	No		ETNK_euk:6.01591e-116:['uptake']:['transfer']; Choline_kin_N:3.75641e-14:[]:[]
NP_013235.1 indolepyruvate decarboxylase 5	55%	0:No	No		PDC1:0.0:['transport']:[]
NP_013236.1 Slx4p	0%	0:No	No		Slx4:1.85045e-18:[]:[]; PLN02698 superfamily:0.00208542:[]:[]
NP_013237.1 Tis11p	9%	0:No	No	PS50103:16.23:['export']:[]; PS50103:14.925:['export']:[]	CTH1:2.8888e-92:[]:[]
NP_013238.1 S-adenosylmethionine-dependent methyltransferase	0%	0:No	No		
NP_013239.1 Nha1p	80%	8:Yes	No		c_cpa1:0.0:['transport', 'uptake']:[]
NP_013240.1 Sls1p	0%	0:No	No		SLS:2.6525e-32:[]:[]
NP_013242.1 Rrn5p	0%	0:No	No		
NP_013243.1 proline dehydrogenase	55%	0:No	No		PutA:1.39386e-100:['transport']:[]
NP_013244.1 diphthine--ammonia ligase	0%	0:No	No		MJ0570_dom:4.47593e-107:[]:[]; eu_AANH_C_2:3.14428e-44:[]:[]; eu_AANH_C_1:1.03129e-35:[]:[]
NP_013245.1 endo-1,3(4)-beta-glucanase	55%	0:No	No		Acf2:0.0:['transport']:[]
NP_013246.1 Rmp1p	0%	1:Yes	No		
NP_013247.1 spermine synthase	0%	0:No	No	PS51006:104.258:[]:[]	speE:2.2069e-167:[]:[]
NP_013248.1 mRNA splicing protein SMD3	0%	0:No	No		Sm_D3:6.99482e-38:[]:[]
NP_013249.1 tethering complex subunit PEP3	0%	0:No	No	PS50236:18.626:[]:[]	Pep3_Vps18:2.39139e-40:[]:[]; RING-H2_Pep3p_like:3.93344e-16:[]:[]; CLH:1.86852e-15:[]:[]
NP_013250.1 uncharacterized protein YLR149C	0%	0:No	No		DUF2415:3.00237e-16:[]:[]
NP_013251.1 Stm1p	0%	0:No	No		Stm1_N:0.000235081:[]:[]
NP_013252.1 8-oxo-dGTP diphosphatase	0%	0:No	No	PS51462:15.217:[]:[]	CoAse:1.23439e-40:[]:[]
NP_013253.1 uncharacterized protein YLR152C	89%	9:Yes	No		YfdV:4.96773e-51:['permease']:[]
NP_013254.1 acetate--CoA ligase ACS2	31%	0:No	No		ACS:0.0:[]:['enzyme']
NP_013255.1 Rnh203p	45%	0:No	Yes		RNase_H2-C superfamily:5.47556e-09:[]:['enzyme']
NP_013256.1 asparaginase ASP3-1	56%	0:No	Yes	PS51732:94.332:[]:[]	asnASE_II:0.0:[]:['enzyme']
NP_013258.1 asparaginase ASP3-2	56%	0:No	Yes	PS51732:94.332:[]:[]	asnASE_II:0.0:[]:['enzyme']
NP_013259.1 asparaginase ASP3-3	56%	0:No	Yes	PS51732:94.332:[]:[]	asnASE_II:0.0:[]:['enzyme']
NP_013261.1 asparaginase ASP3-4	56%	0:No	Yes	PS51732:94.332:[]:[]	asnASE_II:0.0:[]:['enzyme']
NP_013263.1 uncharacterized protein YLR162W	0%	0:No	No		
NP_013264.1 mitochondrial processing peptidase	0%	0:No	No		PqqL:3.32257e-123:[]:[]
NP_013265.1 protein SHH4	55%	0:No	No		CybS:1.50501e-60:['transport']:[]
NP_013266.1 pseudouridine synthase PUS5	0%	0:No	No		RluA:2.58365e-39:[]:[]
NP_013267.1 exocyst subunit SEC10	0%	0:No	No		Sec10:0.0:[]:[]
NP_013268.1 ubiquitin-ribosomal 40S subunit protein S31 fusion protein	0%	0:No	No	PS50053:30.539:[]:[]	Ubl_ubiquitin:1.5599e-54:[]:[]; Ribosomal_S27:7.37695e-23:[]:[]
NP_013269.1 Ups2p	0%	0:No	No	PS50904:50.537:[]:[]	PRELI:1.38485e-75:[]:[]
NP_013271.1 Aps1p	55%	0:No	No		AP1_sigma:5.90825e-83:['transport']:[]
NP_013273.1 diphthine synthase	0%	0:No	No		PTZ00175:3.01272e-157:[]:[]
NP_013274.1 uncharacterized protein YLR173W	0%	1:Yes	No		
NP_013275.1 isocitrate dehydrogenase (NADP(+)) IDP2	0%	0:No	No		nadp_idh_euk:0.0:[]:[]
NP_013276.1 pseudouridine synthase CBF5	0%	0:No	No	PS50890:18.403:[]:[]	CBF5:0.0:[]:[]
NP_013277.1 Rfx1p	0%	0:No	No	PS51526:18.209:[]:[]	RFX_DNA_binding:2.62745e-41:[]:[]
NP_013278.1 uncharacterized protein YLR177W	0%	0:No	No	PS51411:18.008:[]:[]	PSP1 superfamily:2.8345e-67:[]:[]
NP_013279.1 Tfs1p	0%	0:No	No		PEBP_euk:1.70838e-47:[]:[]
NP_013280.1 uncharacterized protein YLR179C	0%	0:No	No		PEBP_euk:1.03957e-48:[]:[]
NP_013281.1 methionine adenosyltransferase SAM1	31%	0:No	No		S-AdoMet_synt:0.0:[]:['enzyme']
NP_013282.1 Vta1p	55%	0:No	No		Vta1:5.17941e-31:['transport']:[]; Vta1_C:1.21672e-09:[]:[]
NP_013283.1 transcriptional regulator SWI6	13%	0:No	No	PS50088:10.446:[]:[]; PS50297:11.214:[]:[]; PS50297:12.779:[]:[]; PS50088:11.728:[]:[]	Swi6_N superfamily:9.99101e-24:[]:[]; Ank:4.44746e-06:['channel']:[]; PHA03095 superfamily:2.07667e-05:[]:[]; Smc superfamily:0.00703914:[]:[]
NP_013284.1 Tos4p	0%	0:No	No	PS50006:16.219:[]:[]	FHA:6.13112e-11:[]:[]
NP_013286.1 ribosomal 60S subunit protein L37A	0%	0:No	No		PTZ00073:2.16463e-37:[]:[]
NP_013287.1 18S rRNA pseudouridine methyltransferase	0%	0:No	No		Nep1-like:2.40726e-113:[]:[]
NP_013288.1 Skg3p	0%	0:No	No	PS50003:8.194:[]:[]	PH:4.05315e-05:[]:[]
NP_013289.1 ATP-binding cassette permease MDL1	100%	5:Yes	Yes	PS50929:50.052:['transport', 'channel', 'import', 'export', 'exporter', 'uptake']:[]; PS50893:23.049:['transport', 'channel', 'import', 'export', 'exporter', 'uptake']:[]	3a01208 superfamily:4.85413e-158:['transport']:[]
NP_013290.1 sterol 3-beta-glucosyltransferase	55%	0:No	No	PS50003:10.623:[]:[]	YjiC:6.36033e-91:['transport']:[]; PH-GRAM1_AGT26:2.46702e-54:[]:[]; PH-GRAM2_AGT26:1.36518e-50:[]:[]; GRAM:7.65917e-09:[]:[]
NP_013291.1 Mmr1p	55%	0:No	No		MMR1 superfamily:2.89902e-42:['transport']:[]
NP_013292.1 peroxin PEX13	75%	0:No	No	PS50002:24.336:['channel']:[]	Peroxin-13_N:5.49582e-62:[]:[]; SH3_Pex13p_fungal:1.9125e-34:['import']:[]
NP_013293.1 translation initiation factor eIF3 core subunit j	0%	0:No	No		eIF3_subunit:1.31692e-38:[]:[]
NP_013294.1 Ups1p	0%	0:No	No	PS50904:44.326:[]:[]	PRELI:6.04689e-66:[]:[]
NP_013295.1 Ncw2p	20%	0:No	Yes		
NP_013296.1 glycylpeptide N-tetradecanoyltransferase NMT1	31%	0:No	No		NMT1:0.0:[]:['transferase']
NP_013297.1 rRNA-processing protein PWP1	9%	0:No	No	PS50082:12.38:['transport', 'uptake']:[]; PS50294:16.296:['transport', 'uptake']:[]	WD40:3.03685e-14:[]:[]
NP_013298.1 snoRNP complex protein NOP56	0%	0:No	No	PS51358:37.153:[]:[]	SIK1:4.85112e-162:[]:[]; NOP5NT:9.74568e-26:[]:[]
NP_013300.2 Pba1p	0%	0:No	No		POC1:2.64663e-126:[]:[]
NP_013301.1 tubulin-binding prefolding complex subunit YKE2	0%	0:No	No		Prefoldin_beta:1.64589e-31:[]:[]
NP_013302.1 ubiquinone biosynthesis protein COQ9	55%	0:No	No		COG5590:7.88951e-103:['transport']:[]
NP_013304.1 Mss51p	0%	0:No	No		zf-Mss51:2.88421e-20:[]:[]
NP_013305.1 Qri5p	0%	0:No	No		
NP_013306.2 Hmx1p	55%	1:Yes	No		COG5398:4.09988e-112:['transport']:[]
NP_013307.1 epsin	0%	0:No	No	PS50942:35.796:[]:[]; PS50330:8.879:[]:[]; PS50330:10.371:[]:[]	ENTH_Ent1_Ent2:2.22444e-84:[]:[]
NP_013308.1 ubiquitin ligase complex subunit HRD3	0%	1:Yes	No		TPR:1.13931e-12:[]:[]; TPR superfamily:1.88579e-08:[]:[]
NP_013309.1 GTPase-activating protein SEC13	15%	0:No	No	PS50294:27.685:['transport', 'uptake']:[]; PS50082:10.107:['transport', 'uptake']:[]; PS50082:8.604:['transport', 'uptake']:[]; PS50082:10.475:['transport', 'uptake']:[]	WD40 superfamily:1.70353e-34:[]:[]
NP_013310.1 purine-nucleoside phosphorylase	0%	0:No	No		PNP-EcPNPII_like:7.96564e-136:[]:[]
NP_013311.1 B-type cyclin CLB4	0%	0:No	No		COG5024:2.93186e-156:[]:[]
NP_013312.2 Atg38p	0%	0:No	No		
NP_013313.1 gamma-tubulin	0%	0:No	No		COG5023 superfamily:0.0:[]:[]
NP_013314.1 putative glycosylase	75%	0:No	No	PS51762:29.46:['channel']:[]	GH16_fungal_CRH1_transglycosylase:2.26856e-103:['channel']:[]; ChtBD1_GH16:3.86337e-28:[]:[]
NP_013315.1 ferric/cupric-chelate reductase	60%	6:Yes	No	PS51257:6.0:['transport']:[]; PS51384:10.077:['transport', 'carrier']:['transfer', 'enzyme']	NOX_Duox_like_FAD_NADP:3.23929e-43:[]:['transfer']; Ferric_reduct:5.62318e-32:['uptake']:['transferase']; CFEM:1.76166e-05:[]:[]
NP_013316.1 cell proliferation protein CDC123	0%	0:No	No		D123:4.31499e-154:[]:[]
NP_013317.1 peptidylprolyl isomerase CPR6	43%	0:No	No	PS50072:42.208:[]:['enzyme']; PS50005:10.119:['transport', 'channel']:['transferase']; PS50293:10.507:['transport', 'channel']:['transferase']	cyclophilin_ABH_like:2.26355e-103:['transport']:['enzyme']; TPR_1:0.00708644:[]:[]
NP_013319.1 Coa4p	1%	0:No	No	PS51808:12.458:['import']:[]	
NP_013320.1 Msc3p	0%	0:No	No		PHA03255 superfamily:0.00216874:[]:[]; Mpp10 superfamily:0.00244517:[]:[]
NP_013321.1 Ccc1p	20%	2:Yes	Yes		CCC1:1.69422e-97:[]:[]
NP_013322.1 Rsa3p	0%	0:No	No		Rsa3:5.52381e-17:[]:[]
NP_013323.1 Utp13p	15%	0:No	No	PS50294:53.389:['transport', 'uptake']:[]; PS50082:9.974:['transport', 'uptake']:[]; PS50082:11.077:['transport', 'uptake']:[]; PS50082:14.385:['transport', 'uptake']:[]; PS50082:12.814:['transport', 'uptake']:[]; PS50082:13.783:['transport', 'uptake']:[]; PS50082:10.442:['transport', 'uptake']:[]	WD40:1.73825e-67:[]:[]; Utp13:3.72549e-67:[]:[]; WD40 superfamily:9.65015e-27:[]:[]; WD40:2.99424e-07:[]:[]
NP_013324.1 Ifh1p	0%	0:No	No		CRF1:1.97133e-51:[]:[]
NP_013325.1 Ucc1p	0%	0:No	No		
NP_013326.1 uncharacterized protein YLR225C	0%	0:No	No		Svf1_C:4.3192e-61:[]:[]; Svf1:3.02792e-41:[]:[]
NP_013327.1 Bur2p	0%	0:No	No		
NP_013328.1 Ady4p	0%	0:No	No		
NP_013329.1 Ecm22p	0%	0:No	No	PS50048:11.613:[]:[]	GAL4:6.13902e-15:[]:[]; fungal_TF_MHR superfamily:2.05924e-11:[]:[]
NP_013330.1 Rho family GTPase CDC42	15%	0:No	No	PS51420:26.869:['transport', 'import', 'export']:[]	Cdc42:5.19883e-132:[]:[]
NP_013332.1 kynureninase	31%	0:No	No		kynureninase:0.0:[]:['enzyme']
NP_013334.1 Est1p	0%	0:No	No		EST1:4.07313e-31:[]:[]; EST1_DNA_bind:2.12885e-30:[]:[]
NP_013335.1 DNA topoisomerase 3	0%	0:No	No	PS50880:17.978:[]:[]	TopA:0.0:[]:[]
NP_013338.1 thiamine transporter THI7	89%	11:Yes	No		SLC-NCS1sbd_NRT1-like:0.0:['permease', 'carrier']:[]
NP_013339.1 Far10p	13%	1:Yes	No	PS50006:15.826:[]:[]	FHA:5.34148e-20:[]:[]; Mak16 superfamily:0.00203217:['transport']:[]
